ID,Severity,Time,City,Traffic_Signal,Humidity(%),Crossing,Sunrise_Sunset
A-7254250,2,2020-02-07 09:29:00,Long Beach,False,55.0,False,Day
A-5901962,2,2021-06-18 10:14:30,Dallas,False,59.0,False,Day
A-1479525,3,2020-05-22 17:17:35,Ontario,False,32.0,False,Day
A-66089,3,2016-10-21 20:11:58,Sylmar,False,18.0,False,Night
A-4724842,2,2022-12-30 10:32:00,Latta,False,55.0,False,Day
A-1070923,3,2021-04-23 18:03:55,Kearny,False,16.0,False,Day
A-1154653,2,2021-02-12 13:59:02,Grand Rapids,False,65.0,False,Day
A-7586954,2,2018-05-25 07:47:25,Whittier,False,67.0,False,Day
A-859350,3,2021-10-15 05:43:15,Pacific,True,97.0,False,Night
A-385423,3,2017-02-17 07:59:32,Austin,False,80.0,False,Day
A-2530768,2,2018-10-19 18:06:27,San Antonio,True,93.0,False,Day
A-3574188,2,2017-02-24 14:53:44,Staunton,False,45.0,False,Day
A-1898266,3,2019-09-06 06:44:43,Los Angeles,False,64.0,False,Day
A-2736296,3,2018-06-01 06:46:15,Hollywood,True,90.0,False,Day
A-2330429,3,2019-01-11 23:09:09,Dunkirk,False,84.0,False,Night
A-7434942,3,2019-03-29 19:34:31,Carr,False,100.0,False,Night
A-6854354,4,2020-10-02 05:36:30,Rockville,False,93.0,False,Night
A-3309519,3,2017-09-15 15:51:33,Dorchester,True,84.0,True,Day
A-6263079,2,2021-05-07 05:49:29,Jupiter,False,88.0,False,Night
A-6074126,2,2021-03-05 08:01:59,Edison,False,36.0,False,Day
A-7127278,3,2020-03-20 13:57:21,Castaic,False,60.0,False,Day
A-973010,2,2021-07-09 07:17:01,Cowpens,False,94.0,False,Day
A-4071607,2,2022-11-18 01:37:33,Denver,False,88.0,False,Night
A-4770246,2,2022-12-16 01:39:00,Atlanta,False,70.0,False,Night
A-713548,2,2022-02-11 05:09:51,Jefferson,False,59.0,False,Night
A-7082531,3,2020-06-12 12:34:45,Beech Grove,False,29.0,True,Day
A-33682,2,2016-04-08 05:31:32,Palo Alto,False,94.0,False,Night
A-6713229,4,2020-12-25 03:25:00,Register,False,67.0,False,Night
A-4195108,2,2022-01-28 17:58:44,Miami,False,57.0,False,Day
A-7503347,2,2018-11-16 17:52:49,King of Prussia,False,75.0,False,Night
A-5460188,2,2022-02-18 19:30:00,Miami,False,82.0,False,Night
A-7472876,2,2018-11-30 19:45:18,Nashville,False,90.0,False,Night
A-746989,3,2022-01-14 17:56:18,Dallas,False,26.0,False,Night
A-2613862,2,2018-09-28 08:03:41,Cutler Bay,False,81.0,True,Day
A-4911999,2,2023-01-20 22:15:00,Pensacola,False,57.0,False,Night
A-1192481,2,2021-01-15 18:49:06,Kansas City,False,88.0,False,Night
A-5590620,2,2021-12-03 17:11:01,Orlando,False,52.0,False,Day
A-1191609,2,2021-01-15 12:32:20,Ann Arbor,False,96.0,False,Day
A-859238,3,2021-10-15 17:07:38,Denver,False,18.0,False,Day
A-5906941,2,2021-04-23 06:09:00,Miami,False,79.0,False,Night
A-3796424,2,2022-09-30 08:52:00,Garner,False,89.0,False,Day
A-3310749,3,2017-09-15 19:24:34,Plant City,False,89.0,False,Day
A-6915977,2,2020-09-25 04:45:00,Alhambra,False,84.0,False,Night
A-6549718,2,2021-02-19 04:23:30,Cutler Bay,False,84.0,True,Night
A-7417996,2,2019-09-13 15:42:00,Napa,False,18.0,False,Day
A-3244669,2,2017-10-13 11:58:13,Blue River,False,96.0,False,Day
A-773844,2,2021-12-17 07:40:24,Lexington,False,100.0,False,Day
A-5874350,2,2021-12-10 15:42:00,Boron,False,35.0,False,Day
A-400395,3,2017-04-28 12:16:25,Oakland,False,40.0,False,Day
A-7478419,2,2018-12-07 06:30:14,Chicago,False,71.0,False,Night
A-6239241,2,2021-10-15 17:01:05,Houston,False,63.0,False,Day
A-7472513,2,2018-11-30 00:54:17,Freeport,False,79.0,False,Night
A-1623497,2,2020-01-31 18:14:08,Perris,False,40.0,False,Night
A-6410884,2,2021-01-22 17:32:00,Quincy,False,100.0,False,Day
A-1680807,2,2019-12-27 07:13:24,Round Lake,True,75.0,True,Night
A-191723,2,2016-09-02 16:34:49,Flint,True,53.0,False,Day
A-4659317,2,2022-07-22 14:21:06,Marysville,False,61.0,False,Day
A-4931679,2,2022-08-26 17:01:41,Williamsburg,False,,False,Day
A-1611375,2,2020-01-24 14:29:53,Antelope,False,59.0,False,Day
A-5046311,2,2023-01-27 09:52:50,Fort Ripley,False,74.0,False,Day
A-7621290,2,2018-02-16 18:54:35,San Diego,False,32.0,False,Night
A-1223886,2,2020-12-18 13:22:27,Roseville,False,62.0,False,Day
A-3887743,2,2022-08-05 06:39:00,Atascadero,False,72.0,False,Day
A-7099846,2,2020-06-19 19:36:37,Atlanta,False,50.0,False,Day
A-6290671,2,2021-10-15 12:10:55,Cary,False,58.0,False,Day
A-6307189,2,2021-05-28 10:37:01,San Antonio,False,91.0,False,Day
A-5864853,2,2021-11-19 14:02:33,Buffalo,False,55.0,False,Day
A-7606620,4,2018-03-16 16:17:41,Kent,False,66.0,False,Day
A-6087531,2,2021-10-22 15:18:00,Anaheim,False,49.0,False,Day
A-1482612,2,2020-06-19 15:25:54,Kent,False,40.0,False,Day
A-6170766,2,2021-06-18 14:28:10,Indianapolis,False,53.0,False,Day
A-4154776,2,2022-12-09 16:15:33,Austin,False,69.0,False,Day
A-7600599,2,2018-03-02 08:39:36,Miami,True,87.0,True,Day
A-1045563,2,2021-05-14 22:32:17,Harvey,False,87.0,False,Night
A-6625964,2,2020-12-25 22:34:00,Grampian,False,74.0,False,Night
A-5658477,2,2021-06-25 14:17:22,Orlando,False,67.0,False,Day
A-5436112,2,2022-05-27 13:59:48,Miami,False,57.0,False,Day
A-2986829,2,2018-02-02 07:15:19,Austin,False,51.0,False,Night
A-7515020,3,2018-10-05 12:27:42,Salt Lake City,True,64.0,True,Day
A-1482845,2,2020-06-19 18:07:42,Los Angeles,False,59.0,False,Day
A-3537184,3,2016-11-18 16:04:09,Hacienda Heights,False,9.0,False,Day
A-6272602,2,2021-11-05 17:04:33,Kissimmee,False,94.0,False,Day
A-1008756,2,2021-06-11 04:58:26,Coalville,False,,False,Night
A-6858513,2,2020-12-25 20:36:30,West Hartford,False,67.0,False,Night
A-4000092,2,2022-12-23 08:30:37,Washington,True,89.0,False,Day
A-2234887,2,2019-03-22 12:27:49,Pittsburg,False,70.0,False,Day
A-4224032,2,2022-06-24 09:23:04,Homestead,False,75.0,False,Day
A-6402232,2,2021-02-05 22:46:00,Flint,False,73.0,False,Night
A-7686140,2,2017-09-22 18:06:14,Pleasanton,False,42.0,False,Day
A-2500804,2,2018-10-05 09:18:06,Port Richey,False,84.0,False,Day
A-6510006,2,2021-02-19 07:39:00,Tremont,False,97.0,False,Day
A-6358165,2,2021-02-12 18:28:00,Baton Rouge,False,89.0,True,Night
A-4516912,4,2022-07-01 07:25:30,Charlotte,False,87.0,False,Day
A-564290,2,2022-07-15 23:33:06,Jamaica,False,79.0,False,Night
A-656001,2,2022-04-08 19:18:46,Madison,True,55.0,False,Night
A-5242865,2,2023-02-10 15:44:00,Baldwin Park,False,16.0,False,Day
A-2360160,2,2019-01-25 08:19:43,Tallahassee,False,73.0,True,Day
A-6535662,2,2021-02-19 14:18:56,Portland,False,71.0,False,Day
A-190349,3,2016-08-12 15:06:08,Detroit,False,53.0,False,Day
A-7777688,2,2019-08-23 18:19:23,Portland,False,37.0,False,Day
A-6022193,2,2021-08-20 12:10:00,Cayucos,False,61.0,False,Day
A-3815971,2,2022-09-09 12:52:30,Manteca,False,21.0,False,Day
A-990865,2,2021-06-25 13:02:46,Sonoma,False,64.0,False,Day
A-2702476,2,2018-07-13 16:48:24,Raleigh,False,40.0,False,Day
A-6709744,2,2020-12-25 00:09:25,Boca Raton,False,96.0,False,Night
A-936739,2,2021-08-13 16:57:23,Los Angeles,False,41.0,False,Day
A-6511622,2,2021-01-22 22:59:00,Pittsburgh,True,63.0,True,Night
A-4931611,2,2022-04-29 16:11:41,Los Angeles,False,51.0,False,Day
A-5549193,2,2021-04-23 10:59:00,Villanova,False,40.0,False,Day
A-5831844,2,2021-12-17 14:59:00,Sebastian,False,58.0,False,Day
A-2014804,2,2019-08-09 15:42:14,El Paso,True,26.0,False,Day
A-7751536,3,2019-08-30 17:10:12,Loveland,False,41.0,False,Day
A-1649229,2,2020-02-14 09:51:48,Newton,False,49.0,False,Day
A-5535688,2,2021-06-25 15:43:29,Austin,False,43.0,False,Day
A-538120,3,2022-08-12 20:14:18,Pasadena,False,,False,Night
A-6274885,2,2021-07-02 13:03:57,Fairport,False,90.0,False,Day
A-2978735,3,2018-03-30 10:56:07,Ridgeway,False,83.0,False,Day
A-2846745,2,2018-05-25 07:32:58,Pittsburgh,True,84.0,True,Day
A-131989,2,2016-09-23 09:53:20,New Port Richey,False,72.0,False,Day
A-3064405,2,2018-01-12 12:03:57,Montgomery,True,86.0,False,Day
A-7322406,2,2019-12-20 09:55:00,Saint Paul,False,75.0,False,Day
A-3016662,2,2018-02-16 16:50:12,Lake Zurich,False,35.0,False,Day
A-5010405,2,2022-10-07 18:47:23,Austin,False,38.0,False,Day
A-4106018,2,2022-09-02 15:13:27,Brea,False,38.0,False,Day
A-7584395,3,2018-05-18 15:48:54,Gurnee,False,48.0,False,Day
A-3000844,2,2018-02-09 06:56:35,Downingtown,False,93.0,False,Night
A-6626553,2,2020-10-23 00:39:00,El Sobrante,True,83.0,False,Night
A-6588580,2,2020-11-27 04:27:00,Gustine,False,100.0,False,Night
A-7663708,2,2017-11-24 07:59:36,Wareham,False,85.0,False,Day
A-5436487,2,2022-09-30 14:51:00,Needles,False,23.0,False,Day
A-3553928,2,2016-07-08 09:58:51,Cerritos,False,64.0,False,Day
A-5275901,2,2022-04-29 17:51:39,Phoenix,False,8.0,False,Day
A-2273288,2,2019-02-08 16:18:16,Litchfield,False,77.0,False,Day
A-2274196,3,2019-02-08 13:44:36,San Jose,False,71.0,False,Day
A-4375027,2,2022-09-23 04:43:55,Saluda,False,45.0,False,Night
A-1304895,2,2020-09-18 07:45:55,Antioch,False,78.0,False,Day
A-5865995,2,2021-06-25 18:29:46,Clarksville,False,57.0,False,Day
A-1232283,2,2020-12-11 22:26:13,Petaluma,False,100.0,False,Night
A-2012914,2,2019-08-09 06:25:48,Panama City,True,88.0,False,Day
A-60941,2,2017-01-06 14:30:14,San Bernardino,False,39.0,False,Day
A-4296652,2,2022-10-14 06:22:00,Ladson,False,81.0,False,Night
A-1333735,2,2020-10-09 17:37:14,Houston,True,67.0,False,Day
A-3101889,2,2017-12-01 13:37:36,Houston,True,36.0,True,Day
A-5807290,2,2021-03-05 04:18:00,Orlando,False,80.0,False,Night
A-5442010,2,2022-06-10 16:06:00,Morrow,False,42.0,False,Day
A-7278304,2,2020-02-28 13:32:00,Saint Paul,False,36.0,False,Day
A-1440886,3,2020-08-28 14:59:20,North Miami,False,58.0,False,Day
A-4591722,2,2022-10-07 12:17:46,Myrtle Beach,False,58.0,False,Day
A-7337549,2,2019-10-11 14:23:30,Ontario,False,,False,Day
A-4716059,2,2022-01-14 13:27:00,Charleston,False,38.0,False,Day
A-6402837,2,2021-02-12 07:04:23,Minneapolis,False,68.0,False,Night
A-5310284,2,2022-07-08 17:24:50,Baton Rouge,False,62.0,False,Day
A-3936089,2,2023-01-13 18:00:41,Anaheim,False,67.0,False,Night
A-1365203,4,2020-10-30 16:38:47,Elberfeld,False,45.0,False,Day
A-6455035,2,2021-01-08 14:42:00,Fort Myers,True,57.0,False,Day
A-3649506,2,2017-07-21 05:58:31,Portland,False,87.0,False,Day
A-608802,3,2022-05-27 15:53:41,Detroit,False,54.0,False,Day
A-5841899,2,2021-11-12 16:59:31,Miami,False,74.0,True,Day
A-3343976,2,2017-09-29 06:04:28,Clackamas,False,81.0,False,Night
A-6798538,2,2020-10-16 20:03:00,Hattiesburg,True,64.0,False,Night
A-7015885,3,2020-05-08 15:13:23,Dorchester,False,24.0,False,Day
A-7491901,3,2018-12-28 08:52:00,Atlanta,False,100.0,False,Day
A-311841,2,2016-08-12 17:29:15,Kirkland,False,36.0,False,Day
A-2150161,3,2019-04-05 06:49:00,Orlando,False,94.0,False,Night
A-4933269,2,2023-01-27 19:38:30,Park City,True,,False,Night
A-6035896,2,2021-05-07 04:00:30,Hyattsville,False,91.0,True,Night
A-1097834,2,2021-04-02 16:24:28,Phoenix,True,10.0,False,Day
A-24603,3,2016-10-14 21:15:18,Daly City,False,82.0,False,Night
A-3818749,2,2022-08-19 12:42:05,Tampa,False,65.0,False,Day
A-6525088,2,2021-02-12 12:47:02,Saint Paul,False,49.0,False,Day
A-1634966,3,2020-02-07 08:10:55,Frederick,False,100.0,False,Day
A-6049840,2,2021-07-30 17:32:47,Bethlehem,False,40.0,False,Day
A-821921,3,2021-11-12 16:30:33,Chester,False,39.0,False,Day
A-503,2,2016-03-04 17:31:00,Columbus,True,75.0,False,Day
A-5884637,2,2021-03-26 02:37:00,Los Angeles,False,74.0,False,Night
A-5952050,2,2021-11-12 11:23:28,Clifton Park,False,100.0,False,Day
A-6990249,1,2020-05-29 16:55:55,Atwater,False,33.0,False,Day
A-2345398,2,2019-01-18 19:39:04,Conway,True,100.0,False,Night
A-56815,2,2016-12-16 04:18:33,Anaheim,True,100.0,False,Night
A-4689105,2,2022-03-18 10:04:21,Bayonne,False,89.0,False,Day
A-360492,2,2017-03-31 09:37:36,Orlando,False,79.0,True,Day
A-7101371,2,2020-06-19 12:43:00,San Miguel,False,23.0,False,Day
A-773484,2,2021-12-17 07:07:24,Wantagh,False,67.0,False,Night
A-7473122,2,2018-11-30 17:26:21,Olympia,False,89.0,False,Night
A-1822939,2,2019-11-15 07:22:37,Naples,True,91.0,False,Day
A-6275516,2,2021-04-16 08:40:02,Donaldson,False,55.0,False,Day
A-507753,2,2017-07-07 12:05:23,Houston,True,52.0,True,Day
A-5465655,2,2021-12-17 16:19:14,Murfreesboro,False,84.0,False,Day
A-3859491,2,2022-10-07 15:00:01,San Antonio,False,35.0,False,Day
A-2690468,3,2018-07-06 17:24:31,Austin,False,39.0,False,Day
A-290857,2,2016-10-14 00:16:05,Houston,False,85.0,False,Night
A-6886383,2,2020-11-20 21:58:41,Miami,False,74.0,False,Night
A-4998859,2,2022-08-05 11:20:00,Castro Valley,True,63.0,True,Day
A-3510728,2,2016-04-08 08:32:34,Omaha,False,64.0,False,Day
A-2883632,2,2018-04-13 20:43:38,Deland,False,73.0,False,Night
A-2884705,2,2018-04-13 07:32:03,Colorado Springs,True,46.0,True,Day
A-5948701,2,2021-10-29 13:30:00,Saint Paul,False,71.0,False,Day
A-2702159,3,2018-07-13 12:22:43,Woodbridge,False,48.0,False,Day
A-6793038,2,2020-12-11 19:41:00,Dade City,False,82.0,False,Night
A-2026826,2,2019-08-16 12:26:19,Charlotte,True,57.0,True,Day
A-7007165,2,2020-05-01 11:00:46,Clatskanie,False,57.0,False,Day
A-3064640,3,2018-01-12 20:07:12,Phoenix,False,54.0,False,Night
A-3001248,3,2018-02-09 19:02:06,Cincinnati,False,71.0,False,Night
A-7436545,3,2019-03-01 21:19:29,Monticello,False,89.0,False,Night
A-7492215,2,2018-12-28 12:13:47,Roseville,False,35.0,False,Day
A-5321199,2,2023-01-27 07:10:36,Dublin,False,69.0,False,Night
A-3605544,3,2017-05-05 13:10:12,Columbus,False,96.0,False,Day
A-1677707,3,2020-01-03 11:22:26,Saint Paul,False,82.0,False,Day
A-3597920,2,2017-04-07 12:02:38,Morgantown,False,85.0,False,Day
A-4358856,2,2022-02-18 19:45:00,Peoria,True,,True,Night
A-7507657,2,2018-11-23 07:51:04,Chicago,False,79.0,False,Day
A-7774551,2,2019-08-16 09:23:33,Grants Pass,False,78.0,False,Day
A-4721438,2,2022-08-12 17:21:30,Sacramento,False,14.0,False,Day
A-6661089,2,2020-11-06 23:01:00,San Juan Bautista,False,87.0,False,Night
A-55159,3,2016-12-09 10:43:06,San Diego,False,65.0,False,Day
A-6789078,2,2020-10-30 05:40:58,Coleville,False,43.0,False,Night
A-2259209,3,2019-02-01 19:11:57,Dallas,False,78.0,False,Night
A-273904,2,2016-10-21 18:37:49,Manvel,False,42.0,False,Day
A-2065214,3,2019-06-21 19:14:31,West Columbia,False,39.0,False,Day
A-1565417,2,2020-04-24 17:07:11,Windsor,False,37.0,False,Day
A-774056,3,2021-12-17 15:12:55,Vacaville,False,55.0,False,Day
A-3686595,2,2023-03-31 16:36:09,West Chicago,False,81.0,False,Day
A-6074636,2,2021-08-27 08:02:00,Ontario,False,32.0,False,Day
A-4923266,2,2022-12-30 15:58:08,Denver,False,52.0,False,Day
A-1850699,2,2019-11-29 19:18:20,Columbia,False,63.0,False,Night
A-2461461,3,2018-11-16 08:08:47,Snow Shoe,False,93.0,False,Day
A-4267298,2,2023-01-20 11:15:00,Shreveport,False,50.0,False,Day
A-1079409,3,2021-04-16 13:52:42,Dunn Loring,False,40.0,False,Day
A-4057295,2,2022-05-20 16:41:40,Holiday,False,72.0,False,Day
A-5957293,2,2021-07-09 21:11:09,Maspeth,False,58.0,False,Night
A-2371435,2,2018-11-30 08:50:25,Fort Myers,True,75.0,True,Day
A-2790267,2,2018-06-29 04:06:07,Atlanta,True,,False,Night
A-1113793,3,2021-03-19 12:36:30,Maricopa,False,16.0,False,Day
A-6605230,2,2020-12-11 23:52:23,Creswell,False,93.0,False,Night
A-784752,2,2021-12-10 08:14:45,Danville,True,89.0,True,Day
A-1496572,3,2020-06-05 15:48:51,Golden,True,13.0,True,Day
A-7691612,3,2017-08-04 15:13:19,Saint Louis,False,37.0,False,Day
A-7245515,2,2020-01-31 15:54:00,Colton,False,13.0,False,Day
A-2012256,3,2019-08-09 08:32:15,Miami,False,,False,Day
A-802990,2,2021-11-26 15:28:55,Weehawken,False,51.0,False,Day
A-1343186,3,2020-10-16 14:18:16,Chattanooga,False,48.0,False,Day
A-747415,3,2022-01-14 10:15:17,Piedmont,False,50.0,False,Day
A-47388,2,2016-07-08 10:03:19,Acton,False,16.0,False,Day
A-6909233,2,2020-09-11 15:45:00,Diamond Bar,False,15.0,False,Day
A-2300982,2,2019-02-22 06:43:49,Fombell,False,86.0,False,Night
A-1389783,2,2020-07-17 04:58:08,Fort Lauderdale,False,82.0,False,Night
A-6520046,2,2021-02-05 13:31:00,Encino,False,22.0,False,Day
A-6489746,2,2021-02-05 05:26:00,Lakeland,False,66.0,False,Night
A-746793,3,2022-01-14 16:25:51,Santaquin,False,60.0,False,Day
A-1323930,2,2020-10-02 10:10:26,Oak Brook,True,44.0,True,Day
A-5287287,2,2022-02-11 17:20:55,Miami,False,74.0,True,Day
A-159538,3,2016-07-22 15:46:03,Atlanta,False,48.0,False,Day
A-4959205,2,2022-10-14 11:38:00,Berkeley,False,87.0,False,Day
A-3326499,3,2017-09-22 11:42:15,Fort Pierce,False,74.0,False,Day
A-7302373,2,2019-12-06 17:39:00,Fair Oaks,False,59.0,False,Night
A-681035,2,2022-03-11 04:00:16,Grand Blanc,False,88.0,False,Night
A-3511763,2,2016-12-30 22:54:05,Duchesne,False,84.0,False,Night
A-6443910,2,2021-02-19 09:44:00,Sacramento,False,100.0,False,Day
A-7683045,3,2017-09-15 20:44:28,Waldorf,False,87.0,False,Night
A-4254434,2,2022-12-02 20:01:00,Brasstown,False,77.0,False,
A-3147680,2,2017-12-22 06:48:04,Crosby,False,93.0,False,Night
A-3929320,2,2022-07-15 14:16:11,Tampa,False,54.0,False,Day
A-4710451,2,2022-04-08 11:35:36,Miami,False,48.0,True,Day
A-4981542,2,2022-09-23 08:03:39,Accokeek,False,57.0,False,Day
A-4016953,2,2022-09-30 20:46:39,Richmond,False,100.0,False,Night
A-4230092,2,2022-12-02 23:13:26,Chillicothe,False,62.0,False,Night
A-1824212,3,2019-11-15 15:06:15,Dallas,False,27.0,False,Day
A-3628416,3,2017-06-09 16:01:01,Wheaton,True,35.0,True,Day
A-6475885,2,2021-01-29 05:30:00,Sherman Oaks,False,77.0,False,Night
A-7068642,1,2020-06-05 15:33:42,Oakland,False,58.0,False,Day
A-5543295,2,2021-07-02 22:30:00,Ridgewood,False,90.0,False,Night
A-558043,2,2022-07-22 16:09:28,Miami,True,61.0,True,Day
A-1344317,2,2020-10-16 05:55:58,Houston,False,100.0,False,Night
A-1808464,2,2019-11-08 06:36:32,Peoria,False,56.0,True,Night
A-3327433,2,2017-09-22 16:06:10,Westwego,True,70.0,False,Day
A-7764487,2,2019-07-26 14:36:00,Cedar City,False,66.0,False,Day
A-6040608,2,2021-08-20 12:06:23,Miami,True,50.0,True,Day
A-4155080,2,2022-04-15 16:40:00,Buena Park,False,44.0,False,Day
A-7278417,2,2020-02-28 17:31:00,Centerville,False,28.0,False,Day
A-3867113,2,2022-08-12 14:45:25,Tulsa,False,38.0,True,Day
A-6059440,2,2021-07-30 04:32:00,Baton Rouge,False,100.0,False,Night
A-7658349,4,2017-11-10 09:22:38,Albion,False,60.0,False,Day
A-2053128,2,2019-06-14 14:30:31,Anaheim,False,54.0,False,Day
A-4336213,2,2022-12-16 17:37:00,Baton Rouge,True,69.0,True,Night
A-641628,2,2022-04-22 04:19:49,Phoenix,False,33.0,False,Night
A-2410326,2,2018-12-21 07:52:04,Greenville,False,97.0,False,Day
A-1793329,3,2019-11-01 06:53:50,Birmingham,False,85.0,False,Night
A-2429404,2,2018-11-02 08:46:47,Nashville,False,74.0,False,Day
A-7758138,2,2019-07-12 09:02:32,Palo Alto,False,82.0,False,Day
A-1423620,2,2020-08-14 07:45:36,Miami,True,77.0,True,Day
A-7741369,2,2019-06-21 09:50:56,Atlanta,False,67.0,False,Day
A-3592630,2,2017-03-24 12:51:48,Tacoma,False,72.0,False,Day
A-803347,2,2021-11-26 07:26:40,Columbus,False,79.0,False,Night
A-3533152,2,2016-10-21 21:29:21,Fullerton,False,47.0,False,Night
A-7566891,4,2018-06-01 10:29:01,Woodstock,False,82.0,False,Day
A-2331604,2,2019-01-11 10:11:09,Elgin,True,85.0,False,Day
A-1762626,2,2019-10-18 12:37:39,Matthews,True,37.0,False,Day
A-1481489,2,2020-06-19 06:47:55,Lancaster,True,87.0,False,Day
A-5396224,2,2022-04-29 17:59:30,Chester,False,12.0,False,Day
A-6059498,2,2021-10-22 08:38:00,Bonnieville,False,92.0,False,Day
A-1184318,2,2021-01-22 18:06:21,Minneapolis,False,67.0,False,Night
A-219442,3,2016-07-15 12:45:57,New York,False,61.0,False,Day
A-7168636,2,2020-04-10 07:58:40,Charlotte,False,34.0,False,Day
A-5645869,2,2021-05-28 13:36:02,Glendora,False,41.0,False,Day
A-497611,3,2017-07-28 23:19:40,Lynwood,False,81.0,False,Night
A-1193288,2,2021-01-15 10:21:13,Rowland Heights,False,30.0,False,Day
A-3840997,2,2022-10-14 15:24:44,Indianapolis,False,15.0,False,Day
A-7642164,4,2017-12-01 05:23:37,Dallas,False,80.0,False,Night
A-4324460,2,2022-01-14 16:47:00,Boise,False,73.0,True,Day
A-1883747,3,2019-09-27 01:33:12,Chicago,False,54.0,False,Night
A-6836012,2,2020-10-30 20:21:22,Cary,False,53.0,False,Night
A-7291383,2,2019-12-27 06:10:00,San Diego,False,82.0,False,Night
A-2832675,2,2018-05-18 08:52:31,Homestead,True,77.0,True,Day
A-4928564,2,2022-08-12 16:57:00,Newark,True,32.0,False,Day
A-2232959,2,2019-03-22 08:54:51,Collegeville,False,89.0,False,Day
A-1791760,3,2019-11-01 15:35:15,Indianapolis,False,44.0,True,Day
A-7680362,3,2017-09-08 06:55:36,Staten Island,False,86.0,False,Day
A-3725859,2,2022-02-18 19:23:40,Miami,False,82.0,False,Night
A-7757758,2,2019-07-12 17:26:18,Merrick,True,44.0,True,Day
A-1747726,3,2019-10-11 08:08:23,Canton,False,93.0,False,Day
A-5861235,2,2021-04-09 05:33:00,Vista,False,86.0,False,Night
A-6064309,2,2021-04-23 06:10:30,Miami,False,76.0,False,Night
A-3327489,3,2017-09-22 10:09:01,Nashville,False,72.0,False,Day
A-3192823,3,2017-11-17 17:58:03,Lawndale,False,84.0,False,Night
A-5103495,2,2022-12-09 19:24:36,Fort Monroe,False,71.0,False,Night
A-3884756,2,2022-03-18 14:01:00,Ann Arbor,False,55.0,False,Day
A-1807552,3,2019-11-08 07:38:42,North Charleston,False,93.0,False,Day
A-7761335,3,2019-07-19 14:43:44,Los Angeles,False,66.0,False,Day
A-7279174,2,2020-02-28 15:00:00,Paramount,False,12.0,False,Day
A-7569488,2,2018-06-08 17:18:34,Houston,True,,False,Day
A-2051659,2,2019-06-14 18:03:22,Winter Park,True,65.0,True,Day
A-2529491,2,2018-10-19 14:54:08,Indianapolis,True,51.0,False,Day
A-3016617,2,2018-02-16 15:11:11,Milwaukee,False,34.0,False,Day
A-3842811,2,2022-09-23 14:20:56,Jamaica,False,30.0,True,Day
A-3671118,4,2023-03-31 13:10:05,Golden,False,18.0,False,Day
A-6957448,2,2020-10-23 00:31:07,Charlotte,True,76.0,True,Night
A-7586632,4,2018-05-25 17:59:27,Darlington,False,48.0,False,Day
A-4728013,2,2022-07-22 06:30:00,Miami Shores,False,79.0,False,Night
A-2252949,2,2019-03-01 06:54:31,Lafayette,False,97.0,False,Day
A-1415373,2,2020-08-07 07:55:01,Georgetown,False,100.0,False,Day
A-1121081,2,2021-03-12 07:49:14,Vickery,False,79.0,False,Day
A-7658177,4,2017-11-10 13:00:54,Dalton,False,63.0,False,Day
A-3102137,2,2017-12-01 16:49:12,Seattle,True,86.0,True,Night
A-1027179,2,2021-05-28 04:54:04,Redwood City,False,82.0,False,Night
A-6846485,2,2020-10-16 18:44:00,Nampa,False,32.0,False,Day
A-4092180,2,2022-03-11 22:46:08,Casper,False,63.0,False,Night
A-3963753,2,2022-03-11 22:39:00,Fork,False,100.0,False,Night
A-4890584,2,2022-04-08 15:24:57,Hialeah,False,42.0,False,Day
A-2652010,2,2018-08-17 08:23:57,Indianapolis,True,97.0,True,Day
A-7720816,2,2019-05-10 17:42:02,Hillsborough,False,,False,Day
A-3346467,2,2017-07-28 08:55:39,Greenville,False,81.0,False,Day
A-4766055,2,2022-05-13 15:33:00,Jacksonville,False,65.0,False,Day
A-5781903,2,2021-06-18 10:49:00,Centre Hall,False,53.0,False,Day
A-1113070,2,2021-03-19 17:56:07,Orlando,False,41.0,False,Day
A-6006365,2,2021-09-10 14:37:30,Bloomington,False,27.0,False,Day
A-6708934,2,2020-11-20 23:18:00,Escondido,True,83.0,False,Night
A-1698948,3,2019-12-06 14:00:27,Piedmont,False,44.0,False,Day
A-5852160,2,2021-09-10 16:29:00,Tucson,False,19.0,False,Day
A-7237609,2,2020-01-24 16:44:00,Granada Hills,False,26.0,False,Day
A-943846,2,2021-08-06 10:45:58,Providence,False,76.0,False,Day
A-1175020,2,2021-01-29 16:15:07,Nashville,True,34.0,True,Day
A-2704070,3,2018-07-13 18:21:14,La Canada Flintridge,False,,False,Day
A-2445856,2,2018-11-09 16:01:37,Pelzer,False,94.0,False,Day
A-3427377,2,2016-12-23 15:22:21,Kansas City,False,66.0,False,Day
A-5537609,2,2021-04-16 17:22:00,Anaheim,False,57.0,False,Day
A-4817892,2,2022-02-04 06:56:36,Sparrows Point,False,,False,Night
A-356940,2,2017-03-10 10:35:58,Bradenton,False,73.0,False,Day
A-6631416,2,2020-10-16 01:06:00,Monterey Park,False,55.0,False,Night
A-7141050,1,2020-03-27 13:47:02,New Orleans,False,72.0,False,Day
A-4067417,2,2022-10-14 20:34:30,Paramount,False,76.0,False,Night
A-469176,3,2017-06-16 19:58:03,Atlanta,False,49.0,False,Day
A-5749669,2,2021-12-03 15:10:35,Fort Worth,False,69.0,False,Day
